9763	2199	2199	2159	2159	1820	1820	1732	1732	1660	1660	1464	1464	1415	1415	1468	1468	1251	1251	1152	1152	971	971	1039	1039	1116	1116	1368	1368	1547	1547	1472	1472	1387	1387	1523	1523	1448	1448	1227	1227	1075	1075	1135	1135	1140	1140	684	684	375	375	383	383	519	519	543	543	328	328	4	4	200	200	652	652	619	619	135	135	-117	-117	-72	-72	212	212	395	395	644	644	708	708	287	287	115	115	-180	-180	-584	-584	-513	-513	-221	-221	-332	-332	-304	-304	-405	-405	-692	-692	-725	-725	-533	-533	-281	-281	-388	-388	-692	-692	-532	-532	-349	-349	-440	-440	-517	-517	-457	-457	-652	-652	-569	-569	-184	-184	-360	-360	-488	-488	-700	-700	-693	-693	-457	-457	-312	-312	-53	-53	11	11	131	131	244	244	304	304	440	440	488	488	263	263	115	115	-224	-224	-345	-345	-137	-137	-189	-189	107	107	476	476	667	667	299	299	-76	-76	399	399	432	432	519	519	448	448	372	372	560	560	1019	1019	1043	1043	1076	1076	1412	1412	1276	1276	1128	1128	1059	1059	991	991	1408	1408	1495	1495	1655	1655	1756	1756	1740	1740	1387	1387	1191	1191	1387	1387	1692	1692	1735	1735	1399	1399	1120	1120	1295	1295	1252	1252	1480	1480	1535	1535	1355	1355	1155	1155	1044	1044	1044	1044	659	659	-16	-16	-84	-84	4	4	316	316	591	591	208	208	-513	-513	-941	-941	-1004	-1004	-1152	-1152	-1508	-1508	-1056	-1056	-653	-653	-565	-565	-384	-384	-400	-400	-976	-976	-1389	-1389	-896	-896	-564	-564	-873	-873	-960	-960	-897	-897	-1332	-1332	-1340	-1340	-676	-676	-345	-345	-296	-296	-232	-232	-140	-140	-89	-89	-137	-137	35	35	-177	-177	-197	-197	3	3	-192	-192	-325	-325	-225	-225	-156	-156	-205	-205	-28	-28	448	448	788	788	943	943	1008	1008	847	847	524	524	512	512	663	663	771	771	935	935	1155	1155	1212	1212	1295	1295	1352	1352	1243	1243	1256	1256	1211	1211	987	987	1036	1036	1103	1103	1692	1692	2067	2067	1847	1847	1823	1823	1687	1687	1420	1420	1771	1771	2351	2351	2435	2435	2188	2188	2115	2115	2131	2131	1576	1576	1347	1347	1327	1327	1051	1051	1219	1219	1308	1308	1184	1184	1139	1139	1251	1251	876	876	327	327	356	356	112	112	223	223	160	160	116	116	-65	-65	-785	-785	-1041	-1041	-1021	-1021	-1153	-1153	-1369	-1369	-1525	-1525	-1637	-1637	-1581	-1581	-1429	-1429	-1341	-1341	-1404	-1404	-1356	-1356	-1180	-1180	-1264	-1264	-1840	-1840	-2432	-2432	-2444	-2444	-2369	-2369	-2289	-2289	-2280	-2280	-2361	-2361	-2641	-2641	-2832	-2832	-2937	-2937	-3136	-3136	-2932	-2932	-2568	-2568	-2661	-2661	-3165	-3165	-3256	-3256	-3312	-3312	-3216	-3216	-2929	-2929	-2609	-2609	-2253	-2253	-2197	-2197	-2401	-2401	
34.67
0.48	0.39	0.83	-9.16	69.39	-2.49
0.58	0.72	1.11	-17.94	45.68	-8.63
0.49	0.90	1.24	-24.62	14.08	-12.83
0.29	0.84	1.52	-26.20	-24.32	-14.64
0.04	0.68	1.82	-22.24	-62.92	-13.55
-0.22	0.47	1.84	-14.01	-86.23	-10.72
-0.33	0.18	1.62	-3.63	-84.05	-7.12
-0.43	-0.16	1.29	7.36	-59.59	-2.89
-0.53	-0.50	1.13	18.95	-24.52	3.26
-0.57	-0.76	1.09	26.52	-0.40	9.22
-0.51	-0.84	0.88	28.90	16.69	14.15
-0.22	-0.75	0.30	24.57	39.56	15.39
0.31	-0.51	-0.37	14.61	74.02	12.84
0.74	-0.14	-0.49	2.45	103.27	8.56
0.79	0.28	0.28	-9.19	97.34	3.07
0.56	0.62	1.47	-18.71	48.92	-2.11
0.20	0.85	2.08	-25.20	-15.45	-6.66
0.20	0.85	1.85	-27.42	-58.00	-10.05
0.19	0.75	1.24	-24.71	-67.18	-10.81
0.02	0.50	1.14	-16.74	-64.66	-9.32
-0.40	0.16	1.62	-4.99	-68.98	-6.00
-0.74	-0.24	1.93	8.20	-70.23	-1.68
-0.75	-0.56	1.56	20.10	-47.86	3.65
-0.52	-0.81	0.81	27.99	-4.66	8.65
-0.40	-0.89	0.29	30.35	33.71	12.41
-0.28	-0.81	0.09	26.17	54.05	12.99
0.11	-0.56	-0.07	16.84	70.08	10.90
0.59	-0.17	-0.26	5.00	90.29	7.29
0.91	0.22	0.08	-7.19	97.83	1.43
0.74	0.51	1.03	-17.48	68.44	-4.48
0.33	0.70	2.04	-24.58	-6.11	-8.34
0.11	0.72	2.21	-26.07	-64.92	-9.96
0.15	0.59	1.67	-23.05	-82.92	-10.06
0.14	0.38	1.09	-15.72	-71.28	-8.84
-0.14	0.11	1.24	-5.46	-59.11	-6.71
-0.58	-0.21	1.79	6.23	-58.17	-2.37
-0.84	-0.47	1.95	17.18	-53.65	3.14
-0.72	-0.75	1.28	24.23	-24.70	8.01
-0.45	-0.88	0.20	25.71	23.34	10.47
-0.09	-0.82	-0.38	21.42	66.47	10.27
0.21	-0.51	-0.31	12.80	89.92	8.65
0.36	-0.05	0.14	1.73	90.46	3.94
0.57	0.36	0.65	-10.24	75.24	-2.81
0.58	0.74	0.97	-20.50	49.65	-9.73
0.54	0.90	1.32	-26.64	11.80	-13.68
0.29	0.92	1.68	-26.99	-34.31	-14.32
0.04	0.77	1.87	-22.13	-74.47	-13.16
-0.13	0.48	1.73	-13.22	-90.43	-10.11
-0.25	0.16	1.39	-1.65	-77.22	-6.38
-0.31	-0.24	1.25	12.51	-45.59	0.38
-0.57	-0.54	1.38	23.65	-26.21	7.16
-0.74	-0.80	1.47	30.08	-15.04	12.82
-0.69	-0.88	0.95	30.05	6.61	15.71
-0.19	-0.79	-0.03	23.44	50.79	15.40
0.42	-0.53	-0.76	12.55	99.51	12.56
