6872	1747	1747	1696	1696	1856	1856	2175	2175	2083	2083	2112	2112	1680	1680	1124	1124	651	651	667	667	992	992	1363	1363	1571	1571	1532	1532	1568	1568	1252	1252	947	947	783	783	932	932	1143	1143	995	995	1031	1031	900	900	824	824	684	684	463	463	283	283	-8	-8	-12	-12	-201	-201	-553	-553	-469	-469	-341	-341	-361	-361	-312	-312	-148	-148	-213	-213	-28	-28	-93	-93	-352	-352	-329	-329	-537	-537	-865	-865	-1289	-1289	-1100	-1100	-733	-733	-512	-512	-433	-433	-336	-336	-252	-252	28	28	552	552	563	563	523	523	476	476	424	424	356	356	352	352	531	531	435	435	451	451	484	484	263	263	103	103	307	307	603	603	903	903	787	787	731	731	612	612	588	588	712	712	396	396	443	443	656	656	727	727	528	528	416	416	604	604	435	435	284	284	236	236	140	140	-188	-188	-153	-153	71	71	120	120	212	212	335	335	524	524	304	304	-77	-77	-365	-365	-185	-185	111	111	396	396	320	320	167	167	296	296	628	628	704	704	783	783	1219	1219	1043	1043	636	636	403	403	108	108	64	64	575	575	779	779	631	631	156	156	-64	-64	-144	-144	-268	-268	-13	-13	19	19	-521	-521	-524	-524	-412	-412	-889	-889	-1148	-1148	-993	-993	-1008	-1008	-1093	-1093	-1093	-1093	-1308	-1308	-1405	-1405	-1044	-1044	-1021	-1021	-1189	-1189	-1237	-1237	-1616	-1616	-1580	-1580	-1516	-1516	-1568	-1568	-1508	-1508	-1469	-1469	-1525	-1525	-1252	-1252	-1168	-1168	-1284	-1284	-1445	-1445	-1420	-1420	-1433	-1433	-1408	-1408	-1609	-1609	-1837	-1837	-1776	-1776	-1596	-1596	-1517	-1517	-1304	-1304	-1204	-1204	-1377	-1377	-1640	-1640	-1636	-1636	-1169	-1169	-1224	-1224	-1276	-1276	-1312	-1312	-1148	-1148	-1053	-1053	-1176	-1176	-545	-545	-205	-205	-588	-588	-997	-997	-1116	-1116	-1021	-1021	-524	-524	-292	-292	-121	-121	168	168	-21	-21	-280	-280	-281	-281	11	11	383	383	687	687	595	595	264	264	216	216	252	252	307	307	404	404	527	527	535	535	528	528	768	768	823	823	872	872	659	659	199	199	-169	-169	-32	-32	280	280	379	379	332	332	-69	-69	-88	-88	40	40	56	56	-9	-9	-220	-220	-136	-136	80	80	195	195	-5	-5	-304	-304	-532	-532	-889	-889	-1033	-1033	-1057	-1057	-1152	-1152	-1201	-1201	-1252	-1252	-1033	-1033	-1032	-1032	-1340	-1340	-1592	-1592	-1968	-1968	-1877	-1877	-1645	-1645	-1169	-1169	-1277	-1277	-1465	-1465	-1452	-1452	-1501	-1501	-1693	-1693	-2016	-2016	-1885	-1885	-1785	-1785	-1588	-1588	-1448	-1448	-1381	-1381	-1404	-1404	-1340	-1340	-1352	-1352	-1457	-1457	-1429	-1429	-1580	-1580	-1852	-1852	-1621	-1621	-1033	-1033	-345	-345	84	84	-16	-16	-325	-325	-200	-200	-104	-104	
34.39
0.15	0.07	0.36	-8.80	91.98	-0.63
0.63	0.49	0.28	-20.71	92.01	-6.63
0.90	0.84	0.51	-29.17	78.12	-12.84
0.73	0.97	1.34	-31.79	29.98	-16.44
0.36	0.86	2.21	-27.06	-40.95	-15.77
0.19	0.48	2.21	-16.17	-94.07	-11.12
0.13	0.02	1.85	-2.17	-106.01	-4.44
-0.01	-0.38	1.28	11.58	-89.09	1.77
-0.36	-0.62	1.25	22.47	-70.57	7.59
-0.81	-0.65	1.50	28.76	-59.47	12.38
-0.89	-0.64	1.31	29.29	-34.92	14.55
-0.63	-0.58	0.40	23.95	17.26	13.95
-0.20	-0.44	-0.42	14.07	77.66	11.10
0.10	-0.18	-0.49	1.28	114.45	6.47
0.21	0.19	0.10	-11.98	112.19	0.52
0.37	0.60	0.81	-23.24	82.59	-6.20
0.58	0.93	1.08	-30.59	50.10	-12.47
0.74	1.02	1.10	-31.75	19.98	-16.64
0.68	0.83	1.41	-25.79	-18.95	-16.05
0.30	0.43	1.95	-13.44	-67.88	-11.50
-0.06	-0.04	2.21	4.07	-110.10	-3.36
-0.32	-0.39	1.97	18.18	-111.15	3.95
-0.42	-0.60	1.32	28.07	-78.31	8.99
-0.55	-0.67	0.89	32.57	-35.95	12.46
-0.71	-0.65	0.87	31.66	-3.44	14.38
-0.71	-0.65	0.80	25.54	23.32	15.45
-0.46	-0.60	0.27	15.15	56.99	14.49
0.10	-0.45	-0.41	1.60	98.86	10.26
0.57	-0.12	-0.62	-12.65	127.52	3.78
0.70	0.38	0.15	-24.66	111.44	-3.57
0.58	0.82	1.47	-32.31	51.67	-9.80
0.39	1.01	2.18	-34.14	-15.50	-14.28
0.45	0.82	1.96	-29.03	-55.99	-15.53
0.57	0.39	1.39	-17.59	-67.61	-12.54
0.30	-0.05	1.31	-1.98	-78.72	-5.73
-0.27	-0.41	1.87	13.44	-100.53	1.30
-0.80	-0.59	2.10	24.59	-105.76	5.88
-0.87	-0.61	1.43	29.81	-69.00	8.09
-0.61	-0.56	0.45	29.17	-1.66	8.85
-0.50	-0.49	-0.07	23.49	53.60	8.44
-0.48	-0.45	0.16	14.09	73.34	7.11
-0.31	-0.26	0.32	2.10	80.50	3.89
0.24	0.05	-0.05	-11.18	100.77	-1.82
0.84	0.48	-0.26	-22.78	115.90	-8.20
0.91	0.87	0.47	-29.96	87.14	-13.38
0.56	0.96	1.80	-30.92	12.25	-15.85
0.27	0.78	2.21	-24.88	-63.72	-13.88
0.31	0.42	2.19	-13.20	-96.16	-8.54
0.41	-0.04	1.38	0.90	-88.05	-2.18
0.06	-0.36	1.17	14.13	-78.97	3.60
-0.53	-0.54	1.70	24.04	-83.99	8.78
-0.84	-0.58	1.15	29.51	-73.35	13.08
-0.46	-0.55	0.03	28.10	-23.95	14.50
-0.23	-0.44	-0.50	21.14	45.05	13.34
-0.10	-0.21	-0.18	10.12	93.60	9.89
