4038	-881	-881	-1041	-1041	-1021	-1021	-884	-884	-721	-721	-513	-513	-476	-476	-489	-489	-452	-452	-340	-340	-89	-89	144	144	180	180	92	92	-24	-24	96	96	276	276	324	324	443	443	387	387	427	427	463	463	427	427	528	528	716	716	884	884	1051	1051	1052	1052	1095	1095	1051	1051	1036	1036	1043	1043	900	900	900	900	879	879	907	907	959	959	860	860	911	911	951	951	947	947	831	831	675	675	640	640	759	759	652	652	639	639	720	720	796	796	763	763	752	752	771	771	899	899	892	892	779	779	644	644	700	700	708	708	699	699	679	679	440	440	439	439	448	448	443	443	632	632	640	640	487	487	412	412	316	316	359	359	496	496	487	487	419	419	292	292	239	239	327	327	464	464	540	540	691	691	719	719	587	587	568	568	648	648	724	724	855	855	892	892	964	964	1072	1072	975	975	1008	1008	1152	1152	1203	1203	1371	1371	1500	1500	1452	1452	1527	1527	1600	1600	1696	1696	1847	1847	1816	1816	1692	1692	1555	1555	1688	1688	1892	1892	1951	1951	1951	1951	1880	1880	1779	1779	1683	1683	1667	1667	1731	1731	1844	1844	1903	1903	1847	1847	1855	1855	2128	2128	2228	2228	2108	2108	2008	2008	1879	1879	1904	1904	1944	1944	1852	1852	1835	1835	1836	1836	1819	1819	1872	1872	1884	1884	1944	1944	1955	1955	1939	1939	2011	2011	2000	2000	1908	1908	1787	1787	1700	1700	1604	1604	1627	1627	1567	1567	1540	1540	1552	1552	1403	1403	1383	1383	1427	1427	1468	1468	1532	1532	1472	1472	1284	1284	1199	1199	1180	1180	1143	1143	1159	1159	1164	1164	1359	1359	1544	1544	1548	1548	1532	1532	1491	1491	1468	1468	1540	1540	1691	1691	1775	1775	1915	1915	1952	1952	1804	1804	1776	1776	1843	1843	1832	1832	1724	1724	1680	1680	1816	1816	2096	2096	2135	2135	2107	2107	1875	1875	1927	1927	2027	2027	2064	2064	1939	1939	1887	1887	1883	1883	2083	2083	2387	2387	2415	2415	1984	1984	1783	1783	1892	1892	1959	1959	1947	1947	1847	1847	1948	1948	2219	2219	2379	2379	2260	2260	2051	2051	1787	1787	1783	1783	1876	1876	2059	2059	2155	2155	1883	1883	1475	1475	1204	1204	1356	1356	1760	1760	1627	1627	1108	1108	840	840	1012	1012	1207	1207	1200	1200	1136	1136	944	944	708	708	596	596	631	631	651	651	695	695	680	680	684	684	924	924	1160	1160	1087	1087	904	904	580	580	311	311	344	344	452	452	571	571	631	631	628	628	611	611	507	507	320	320	327	327	356	356	352	352	348	348	407	407	292	292	136	136	43	43	84	84	256	256	267	267	24	24	-124	-124	-176	-176	28	28	227	227	
36.04
-0.92	0.05	-0.34	52.78	-25.64	91.67
-1.12	-0.27	-0.13	58.53	3.34	108.84
-1.64	-0.54	0.42	61.85	1.70	125.12
-1.61	-0.93	0.40	61.72	-21.24	135.62
-1.08	-1.24	-0.67	58.41	-11.84	140.14
-0.35	-1.51	-1.48	52.38	41.11	139.12
-0.10	-1.78	-1.00	45.24	88.77	133.58
-0.35	-1.94	0.21	36.69	89.99	122.51
-0.19	-1.98	0.94	26.00	59.11	103.32
0.44	-1.80	0.54	13.19	49.89	77.97
1.07	-1.42	-0.01	-3.65	80.86	44.32
1.22	-1.06	0.39	-19.91	98.27	10.84
1.00	-0.76	1.39	-35.31	79.43	-24.41
1.13	-0.49	2.14	-46.79	48.56	-58.32
1.45	-0.15	2.29	-53.63	39.44	-86.62
1.48	0.16	2.36	-56.99	44.89	-109.61
1.06	0.46	2.36	-58.35	27.17	-127.54
0.55	0.85	2.36	-58.21	-22.24	-139.54
0.50	1.21	2.36	-57.31	-65.08	-144.91
0.79	1.43	2.23	-54.81	-65.73	-144.10
0.88	1.46	1.54	-49.33	-37.14	-137.45
0.47	1.42	1.91	-40.86	-23.24	-125.36
-0.03	1.40	2.36	-29.39	-49.14	-107.55
-0.40	1.47	2.36	-16.60	-82.42	-83.51
-0.37	1.53	1.79	-4.29	-84.74	-57.83
-0.35	1.46	0.90	7.86	-63.03	-30.06
-0.82	1.34	0.65	19.54	-53.09	0.16
-1.11	0.99	0.79	30.20	-66.10	29.09
-1.16	0.59	0.42	40.73	-69.09	57.76
-0.98	0.20	-0.16	50.46	-41.89	84.25
-0.98	-0.16	-0.24	58.33	-2.11	107.93
-1.46	-0.43	0.17	61.62	1.87	124.13
-1.65	-0.79	0.45	61.60	-17.93	134.74
-1.28	-1.13	-0.27	58.27	-12.40	140.25
-0.60	-1.38	-1.26	52.38	34.59	139.96
-0.12	-1.68	-1.23	45.22	82.27	135.00
-0.28	-1.88	-0.27	36.72	90.01	123.99
-0.24	-1.98	0.69	26.35	65.03	105.12
0.24	-1.88	0.70	14.03	54.86	80.68
0.88	-1.53	0.18	-0.38	75.69	51.94
1.20	-1.15	0.29	-16.26	93.14	18.90
1.07	-0.83	1.03	-32.00	82.37	-16.44
1.12	-0.58	1.83	-44.57	57.53	-51.32
1.42	-0.27	2.24	-51.88	45.92	-80.76
1.48	0.06	2.36	-55.10	45.61	-104.36
1.17	0.33	2.36	-56.50	26.21	-123.10
0.65	0.70	2.36	-57.04	-19.53	-136.36
0.52	1.08	2.36	-56.86	-59.49	-143.55
0.75	1.38	2.36	-55.15	-63.76	-144.06
0.85	1.46	1.73	-49.91	-39.23	-137.37
0.53	1.42	1.85	-42.06	-30.28	-125.90
0.09	1.38	2.36	-30.89	-52.62	-108.45
-0.26	1.41	2.36	-18.09	-77.96	-84.94
-0.39	1.48	1.98	-5.76	-78.39	-59.37
-0.36	1.44	1.19	6.64	-62.85	-31.75
-0.78	1.36	0.80	18.58	-58.68	-1.60
-1.08	1.08	0.76	29.31	-68.80	27.12
-1.11	0.68	0.41	39.74	-64.11	55.58
-0.98	0.30	-0.12	49.57	-34.25	81.90
-0.95	-0.07	-0.16	57.08	-3.20	103.36
-1.37	-0.35	0.23	60.99	-1.11	120.37
-1.65	-0.66	0.49	61.43	-20.69	131.91
-1.34	-1.03	-0.13	58.40	-14.98	137.91
-0.74	-1.28	-1.20	52.84	31.95	138.34
-0.17	-1.58	-1.30	46.21	79.02	134.20
-0.27	-1.80	-0.40	38.21	86.74	125.00
-0.33	-1.96	0.59	28.18	62.45	108.11
0.10	-1.90	0.73	16.00	52.53	83.96
0.75	-1.62	0.16	1.50	75.41	55.59
1.15	-1.23	0.13	-14.37	94.79	23.44
1.06	-0.89	0.90	-31.99	79.63	-15.28
1.02	-0.62	1.69	-44.35	53.76	-49.83
1.36	-0.34	2.06	-51.74	46.86	-79.54
1.55	-0.01	2.25	-55.15	52.30	-103.14
1.31	0.27	2.36	-56.40	33.26	-121.84
0.75	0.61	2.36	-56.49	-18.47	-134.84
0.46	0.99	2.36	-55.88	-63.96	-141.61
0.69	1.32	2.36	-53.92	-66.22	-142.48
0.95	1.47	1.73	-49.70	-38.88	-137.22
0.72	1.43	1.65	-42.37	-25.15	-126.39
0.18	1.38	2.36	-31.57	-48.69	-110.00
-0.22	1.38	2.36	-19.02	-81.32	-87.06
-0.40	1.47	2.28	-6.76	-84.69	-61.84
-0.30	1.45	1.29	5.25	-64.40	-34.88
-0.62	1.38	0.77	16.98	-55.03	-4.93
-1.07	1.17	0.80	27.57	-67.81	23.65
-1.17	0.75	0.64	38.20	-70.16	52.13
-1.05	0.37	0.01	48.55	-41.50	78.98
-0.88	-0.01	-0.27	56.15	-3.93	100.83
-1.22	-0.31	0.05	60.30	5.00	118.23
-1.68	-0.59	0.53	61.11	-17.46	130.46
-1.51	-0.95	0.24	58.72	-22.04	137.27
-0.92	-1.22	-0.95	53.34	21.72	138.31
-0.22	-1.50	-1.49	45.86	81.37	133.61
-0.16	-1.74	-0.77	37.85	90.45	124.26
-0.39	-1.91	0.42	27.91	61.53	107.16
-0.11	-1.96	0.89	15.86	47.12	83.41
0.56	-1.73	0.31	1.86	71.23	55.36
1.13	-1.34	-0.06	-13.83	96.69	23.19
1.15	-0.98	0.56	-29.85	87.43	-11.20
0.95	-0.68	1.56	-43.08	56.60	-46.12
1.20	-0.42	2.12	-51.42	42.76	-76.62
1.52	-0.08	2.18	-55.37	51.11	-101.19
1.47	0.20	2.36	-56.89	43.46	-120.62
0.95	0.52	2.36	-56.95	-3.29	-134.39
0.47	0.90	2.36	-56.23	-57.53	-142.13
0.55	1.27	2.36	-54.69	-72.62	-143.52
0.89	1.48	1.99	-50.95	-46.39	-139.17
0.91	1.48	1.47	-44.00	-21.96	-129.14
0.40	1.43	2.08	-33.68	-38.31	-113.39
-0.12	1.42	2.36	-21.05	-77.87	-91.25
-0.42	1.49	2.36	-8.60	-92.07	-65.57
-0.34	1.51	1.56	3.68	-71.93	-39.17
-0.41	1.42	0.73	15.77	-52.19	-9.29
-0.92	1.28	0.67	26.92	-61.37	20.55
-1.21	0.92	0.84	37.22	-74.89	49.06
-1.19	0.49	0.34	47.51	-56.27	76.66
-0.95	0.09	-0.31	56.01	-13.31	99.67
-0.99	-0.26	-0.32	61.17	11.70	117.97
-1.53	-0.53	0.25	62.67	-4.36	131.59
-1.68	-0.89	0.51	60.95	-22.69	139.30
-1.22	-1.21	-0.36	56.04	6.27	141.21
-0.45	-1.46	-1.40	49.07	65.53	137.84
-0.27	-1.89	-0.04	40.03	98.53	128.45
-0.25	-1.98	0.91	30.08	75.43	112.26
0.29	-1.87	0.70	18.12	47.73	89.01
1.01	-1.52	0.02	4.18	59.50	61.10
1.30	-1.13	0.20	-11.47	91.21	29.10
1.06	-0.78	1.21	-27.73	95.35	-5.29
1.06	-0.51	2.13	-41.80	65.66	-40.93
1.35	-0.19	2.36	-51.31	39.23	-73.19
1.51	0.12	2.36	-56.14	39.11	-99.11
1.21	0.39	2.36	-57.97	41.05	-119.77
0.62	0.76	2.36	-58.28	10.66	-134.79
0.46	1.14	2.36	-57.60	-42.11	-143.66
0.68	1.44	2.36	-55.96	-71.98	-146.21
0.88	1.51	1.59	-51.79	-54.77	-141.68
0.60	1.46	1.67	-45.01	-27.02	-131.86
0.08	1.42	2.36	-34.83	-32.34	-116.64
-0.35	1.45	2.36	-22.06	-67.23	-94.53
-0.45	1.54	2.09	-9.24	-88.36	-68.39
-0.37	1.49	1.09	3.04	-77.72	-41.54
-0.76	1.40	0.57	15.08	-58.71	-11.69
-1.06	1.07	0.63	25.97	-59.50	17.70
-1.16	0.65	0.45	36.52	-67.26	46.57
-1.04	0.25	-0.02	47.10	-53.43	74.98
-0.98	-0.13	-0.18	55.92	-19.93	98.78
-1.37	-0.42	0.06	61.11	2.50	117.38
-1.63	-0.75	0.32	62.76	-6.27	131.33
-1.34	-1.09	-0.19	61.17	-17.06	139.58
-0.71	-1.35	-1.13	56.33	9.87	142.14
-0.16	-1.65	-1.21	49.82	60.98	139.48
-0.24	-1.87	-0.36	42.23	90.48	132.42
-0.24	-1.98	0.59	32.72	78.68	117.85
0.16	-1.94	0.72	21.19	56.13	96.10
0.78	-1.62	0.21	7.45	61.78	68.98
1.20	-1.24	0.21	-8.15	85.70	37.03
1.08	-0.86	0.92	-24.66	91.05	2.66
1.10	-0.61	1.79	-40.99	66.27	-37.87
1.35	-0.31	2.24	-50.57	47.29	-70.48
1.48	0.01	2.36	-55.24	45.21	-96.42
1.25	0.27	2.36	-57.24	37.53	-117.51
0.71	0.63	2.36	-57.86	2.04	-133.11
0.51	1.03	2.36	-57.70	-45.09	-143.00
0.70	1.36	2.36	-56.43	-65.92	-146.56
0.84	1.51	1.81	-53.10	-51.11	-143.36
0.61	1.47	1.80	-46.89	-30.77	-134.67
0.14	1.41	2.36	-37.30	-37.72	-120.48
-0.22	1.38	2.36	-24.76	-67.05	-99.71
-0.39	1.47	2.15	-11.60	-82.71	-74.16
-0.33	1.44	1.30	1.11	-72.51	-47.45
-0.70	1.39	0.81	13.40	-59.52	-17.69
-1.09	1.18	0.75	24.52	-65.24	12.28
-1.12	0.76	0.47	34.63	-72.63	40.58
-1.02	0.36	-0.12	44.88	-54.08	68.95
-0.92	-0.04	-0.26	53.91	-17.44	93.38
-1.29	-0.34	0.11	59.86	4.19	112.94
-1.67	-0.63	0.48	61.97	-8.05	128.37
-1.44	-1.00	0.04	60.75	-22.37	137.48
-0.85	-1.25	-1.07	56.29	5.29	140.60
-0.21	-1.54	-1.37	49.80	60.02	138.52
-0.21	-1.77	-0.53	42.58	91.03	132.32
-0.35	-1.94	0.53	33.74	77.98	119.09
0.01	-1.94	0.80	22.81	52.28	98.05
0.68	-1.68	0.21	9.37	58.54	71.76
1.17	-1.30	0.00	-8.02	90.40	37.01
1.12	-0.94	0.74	-24.35	93.99	3.18
1.00	-0.65	1.73	-38.67	67.23	-32.19
1.25	-0.39	2.22	-48.61	43.46	-65.23
1.50	-0.07	2.29	-53.94	43.12	-91.90
1.39	0.21	2.36	-56.52	43.95	-113.58
0.87	0.54	2.36	-57.45	13.37	-129.74
0.48	0.94	2.36	-57.10	-38.54	-140.06
0.60	1.31	2.36	-55.83	-68.57	-144.21
0.85	1.48	1.97	-52.99	-56.89	-142.03
0.77	1.45	1.63	-47.39	-30.18	-134.13
0.28	1.39	2.24	-38.11	-30.25	-120.74
-0.15	1.36	2.36	-25.83	-62.50	-101.08
-0.43	1.45	2.36	-12.89	-86.34	-76.00
-0.33	1.47	1.45	-0.58	-78.76	-50.03
-0.51	1.42	0.77	11.25	-59.06	-21.29
-0.99	1.24	0.70	22.43	-58.65	8.51
-1.15	0.83	0.69	32.96	-70.71	36.94
-1.11	0.42	0.18	43.66	-61.67	65.50
-0.93	0.03	-0.24	53.28	-27.35	90.78
-1.13	-0.29	-0.09	59.48	1.78	110.51
-1.60	-0.55	0.33	61.89	-2.37	126.08
-1.57	-0.91	0.26	60.87	-19.72	135.73
-1.07	-1.19	-0.71	56.58	-2.50	139.61
-0.36	-1.46	-1.37	50.27	49.64	137.76
-0.14	-1.72	-0.87	43.01	88.69	132.19
-0.34	-1.91	0.21	33.11	80.45	118.03
-0.14	-1.98	0.81	22.33	54.50	97.42
0.46	-1.78	0.43	9.42	58.01	71.30
1.07	-1.40	0.02	-5.68	85.44	40.64
1.19	-1.02	0.47	-22.21	95.09	6.80
1.01	-0.69	1.41	-37.36	72.56	-28.56
1.18	-0.45	2.07	-48.14	46.97	-62.09
1.46	-0.14	2.24	-54.00	43.98	-89.48
1.46	0.15	2.36	-56.40	45.44	-111.29
1.02	0.45	2.36	-56.96	18.30	-128.04
0.53	0.83	2.36	-56.95	-33.15	-139.28
0.54	1.23	2.36	-56.06	-67.43	-144.19
0.81	1.49	2.17	-53.65	-59.55	-142.90
0.84	1.52	1.59	-48.61	-32.60	-135.92
0.42	1.48	2.04	-40.29	-28.50	-123.48
-0.05	1.44	2.36	-28.32	-57.70	-104.70
-0.35	1.48	2.36	-15.13	-83.18	-80.23
-0.34	1.52	1.73	-2.29	-78.57	-53.94
-0.42	1.44	0.96	10.38	-60.37	-25.05
-0.90	1.31	0.74	22.21	-59.78	5.03
-1.12	0.93	0.73	33.07	-72.42	33.99
-1.10	0.51	0.25	43.80	-64.63	63.07
-0.93	0.12	-0.23	53.60	-30.72	89.29
-1.03	-0.23	-0.15	60.99	1.43	112.52
-1.53	-0.50	0.29	63.27	-5.21	127.99
-1.65	-0.85	0.40	62.14	-22.43	137.77
-1.21	-1.18	-0.47	57.85	-2.71	142.19
-0.53	-1.43	-1.35	51.13	50.85	140.51
-0.15	-1.71	-1.07	43.62	88.80	134.89
-0.35	-1.90	-0.00	34.76	81.96	122.80
-0.25	-1.98	0.77	23.82	55.14	102.37
0.29	-1.88	0.52	10.70	56.45	76.45
0.96	-1.55	-0.02	-4.46	85.00	46.22
1.21	-1.16	0.27	-20.73	97.46	12.32
1.00	-0.82	1.22	-35.89	75.49	-23.54
1.08	-0.56	2.00	-47.37	47.28	-58.27
1.42	-0.24	2.19	-54.06	43.05	-87.49
1.53	0.07	2.36	-56.89	48.73	-110.82
1.17	0.37	2.36	-57.82	26.74	-128.81
0.61	0.75	2.36	-57.79	-25.38	-140.97
0.48	1.14	2.36	-57.01	-65.61	-147.05
0.75	1.44	2.36	-54.64	-61.75	-146.71
0.92	1.52	1.62	-49.80	-33.35	-140.23
0.57	1.48	1.84	-41.54	-24.59	-128.18
