21833	-1308	-1308	-1400	-1400	-952	-952	-825	-825	-1129	-1129	-953	-953	-680	-680	-729	-729	-584	-584	-613	-613	-1040	-1040	-1041	-1041	-797	-797	-721	-721	-484	-484	-444	-444	-844	-844	-1385	-1385	-1372	-1372	-1125	-1125	-700	-700	-433	-433	-525	-525	-768	-768	-1092	-1092	-1125	-1125	-657	-657	-424	-424	-277	-277	191	191	36	36	-281	-281	-352	-352	-393	-393	-272	-272	-280	-280	-465	-465	-472	-472	-384	-384	-364	-364	-652	-652	-776	-776	-425	-425	-161	-161	-93	-93	-281	-281	-348	-348	-424	-424	-229	-229	156	156	388	388	560	560	291	291	-281	-281	-524	-524	-372	-372	-240	-240	92	92	87	87	220	220	184	184	43	43	128	128	83	83	-337	-337	-477	-477	-204	-204	-180	-180	-68	-68	-8	-8	172	172	376	376	524	524	460	460	468	468	644	644	740	740	683	683	535	535	419	419	372	372	271	271	488	488	811	811	499	499	-53	-53	-8	-8	23	23	-120	-120	-180	-180	-204	-204	-68	-68	164	164	383	383	508	508	536	536	636	636	496	496	164	164	-28	-28	128	128	451	451	568	568	564	564	148	148	-341	-341	-449	-449	-97	-97	183	183	327	327	423	423	407	407	168	168	-5	-5	-213	-213	-657	-657	-585	-585	-280	-280	-220	-220	-308	-308	-236	-236	-132	-132	-424	-424	-305	-305	-5	-5	192	192	187	187	363	363	476	476	308	308	192	192	320	320	227	227	43	43	424	424	271	271	296	296	188	188	244	244	251	251	339	339	492	492	827	827	871	871	651	651	676	676	591	591	391	391	528	528	355	355	51	51	-332	-332	-568	-568	-964	-964	-881	-881	-1249	-1249	-1397	-1397	-1220	-1220	-1072	-1072	-965	-965	-896	-896	-633	-633	-577	-577	-413	-413	-512	-512	-460	-460	-320	-320	-356	-356	-424	-424	-384	-384	-484	-484	-565	-565	-657	-657	-665	-665	-561	-561	-552	-552	-637	-637	-749	-749	-720	-720	-805	-805	-269	-269	324	324	264	264	103	103	367	367	271	271	156	156	-80	-80	-349	-349	-277	-277	-56	-56	143	143	175	175	-164	-164	-285	-285	-325	-325	-125	-125	39	39	236	236	307	307	447	447	727	727	871	871	752	752	460	460	328	328	156	156	252	252	559	559	796	796	808	808	816	816	992	992	916	916	827	827	831	831	840	840	867	867	1039	1039	743	743	215	215	-48	-48	379	379	1016	1016	763	763	680	680	435	435	56	56	131	131	427	427	832	832	1132	1132	1407	1407	1059	1059	747	747	739	739	687	687	416	416	72	72	380	380	735	735	575	575	192	192	120	120	251	251	596	596	1044	1044	919	919	496	496	372	372	
35.79
0.44	-0.43	0.28	5.55	58.04	4.50
0.57	-0.22	0.50	1.21	53.55	2.76
0.49	0.14	1.04	-3.61	28.27	-0.43
0.37	0.45	1.46	-8.59	-5.59	-4.26
0.25	0.60	1.50	-12.07	-31.30	-7.70
0.13	0.57	1.46	-12.42	-45.29	-9.53
-0.09	0.38	1.47	-9.90	-51.56	-9.02
-0.40	0.20	1.51	-5.26	-54.23	-6.89
-0.53	0.04	1.45	0.15	-47.94	-4.41
-0.56	-0.03	1.15	5.09	-26.22	-1.94
-0.46	-0.12	0.86	8.94	2.84	0.49
-0.34	-0.29	0.69	11.12	28.17	2.98
-0.14	-0.48	0.58	12.04	44.96	5.53
0.18	-0.54	0.51	11.35	53.72	8.00
0.43	-0.41	0.45	8.30	56.68	9.14
0.58	-0.14	0.56	2.74	50.47	7.28
0.58	0.19	0.93	-3.79	31.58	3.71
0.49	0.45	1.35	-9.56	3.48	-0.02
0.33	0.54	1.61	-12.86	-25.71	-2.63
0.10	0.45	1.68	-12.88	-49.12	-3.94
-0.12	0.28	1.60	-10.10	-60.72	-4.15
-0.33	0.15	1.43	-5.70	-60.06	-3.13
-0.49	0.06	1.31	-0.36	-45.97	-1.91
-0.59	-0.02	1.15	4.07	-24.00	-0.93
-0.55	-0.14	1.00	7.84	0.38	0.34
-0.41	-0.33	0.80	10.73	24.33	2.40
-0.21	-0.52	0.51	12.31	43.91	4.50
0.12	-0.61	0.35	11.99	55.17	6.47
0.32	-0.47	0.29	8.59	58.10	6.75
0.52	-0.20	0.45	2.66	52.00	4.06
0.57	0.19	0.85	-4.14	35.45	0.23
0.50	0.50	1.36	-9.75	7.46	-3.50
0.32	0.55	1.70	-12.85	-24.64	-5.96
0.10	0.40	1.71	-12.57	-49.67	-6.81
-0.01	0.16	1.55	-9.02	-58.43	-5.31
-0.20	0.04	1.39	-3.87	-54.51	-2.44
-0.42	-0.04	1.40	0.88	-45.83	-0.52
-0.61	-0.08	1.35	4.25	-31.79	0.11
-0.54	-0.15	1.10	6.77	-9.19	1.08
-0.34	-0.27	0.72	8.66	20.73	2.92
-0.13	-0.46	0.42	9.64	46.26	4.72
0.07	-0.58	0.40	9.00	56.39	6.01
0.26	-0.47	0.48	6.27	53.60	6.15
0.47	-0.20	0.55	1.28	46.04	4.46
0.57	0.18	0.73	-5.66	31.25	0.12
0.52	0.49	1.12	-11.27	7.77	-4.70
0.27	0.65	1.52	-14.50	-22.74	-8.76
0.04	0.63	1.76	-14.25	-50.25	-10.44
